-1.974037439849497755e+00,3.511968313261007760e-05
-1.480623551302594265e+00,2.866418129431984646e-05
-9.863353596381028154e-01,1.979106205644076008e-05
-4.848723753870345377e-01,1.193955518871683686e-05
7.004876447030916609e-02,3.199178509034366664e-05
1.425523720022354723e-01,3.291338573730908664e-05
2.146167591046861389e-01,3.378251571765820375e-05
2.936954531144131408e-01,3.458704250588452657e-05
3.777109263340721057e-01,3.407059999178045195e-05
4.522565369480560094e-01,3.285909916845945327e-05
5.074626651636444663e-01,3.105155084196294264e-05
5.585950140372659689e-01,2.888376108147497719e-05
6.093399735490701019e-01,2.575249360508224681e-05
7.152457316058216108e-01,1.329454595102766396e-05
6.681120644170386313e-01,2.133085050516740644e-05
7.601808869774835387e-01,3.220732308027753587e-07
8.104284941505213169e-01,-1.848849730739401576e-05
8.311292766413060917e-01,-2.305681501423894258e-05
8.357386633165333478e-01,-2.799093937298780395e-05
8.442547053542650559e-01,-3.360203424309982551e-05
8.496694003957445673e-01,-4.043868148705986648e-05
8.669550286713549880e-01,-4.845719293557122662e-05
8.739519890449054529e-01,-5.657235075163034963e-05
8.821298385081943749e-01,-6.806978267972689869e-05
8.896169152783457434e-01,-8.022729330224305077e-05
9.047325970313853105e-01,-9.475835020748433948e-05
9.135450786607561824e-01,-1.107191538395413475e-04
9.217611598456114663e-01,-1.285114776143116697e-04
9.304192565851687746e-01,-1.483123079475745303e-04
9.363516668140876575e-01,-1.679945293384055782e-04
9.449458382515052435e-01,-1.883123743010301345e-04
9.582519227689259012e-01,-2.087036641046969860e-04
9.676406314566250444e-01,-2.260638547155968084e-04
9.689494428853109298e-01,-2.390753758764675621e-04
9.910143114426599453e-01,-2.591214506646497646e-04
9.804734985783403189e-01,-2.410603510869567068e-04
